MASTER_DATA_ID__c|Name|CS_POP_Label__c|Status__c|Provider__c|Type__c|CS_POP_Options__c|Facility_Type__c|Address__r.Name|CS_City__c|CS_Country__c|CS_Region__c|Latitude__c|Longitude__c|Local_Access_Providers__c|Workflow_Queue__c|On_Net_POP__c|Tier__c|Supported_AS__c|FS_Waiver_IPVPN__c|FS_Waiver_Internet__c|FS_Waiver_Colo__c|Is_LOA_Mandatory|LL_Test_By_FS__c|Supported_By__c|Facility_Name__c|Operate__c|Facility_Provider__c|Facility_Service_Status__c|Power_Upgrade_Availability__c|Annual Price Increment|API_Applicable_Product|Standard__c|Facility_Workflow_Queue__c|Customer__c|Facility_Certfication__c|Metro Connect|Campus Cross Connect|NNIA/B Suppliers|ENNI Suppliers|Additional_Information__c|EPL|EPL Prime|IPL|ICBS|EPLX|GID|IPT|TWI|TID|GIE|IPVPN|RSA|SMA|VPLS|EVPL|COLO|TPN|GMN|CLSCOLO|SATDPL|SATTAS|SATVST|SATVOF|SATVSP|SATUPL|SATDNL|SATTND|SATVNO|SATFLR|SATRCK|SATXCN|SATPRE|IPX|FABRIC|METAL|Global_IPVPN_Interconnect|NEXTIP_Interconnect|NFV_AVAILABLE|PRE_WIRING|EXCHANGE_Interconnect|GMN Node Type|SITE|UIA|CABLE|VPG
ZZZZ_LITHUANIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|LITHUANIA|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_LUXEMBOURG|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|LUXEMBOURG|Europe|||||Off-Net|||||||No|||||||||||||||Colt Technology Service||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_MACAU|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MACAU|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MACEDONIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MACEDONIA|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MADAGASCAR|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|MADAGASCAR|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_MALAYSIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|MALAYSIA|Asia, Australia|||||Off-Net|||||||No|||||||||||||||Telekom Malaysia||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
MCJT|MCJT|MCJT|Live - as designed|LVSAT|Infrastructure|SATUPL;|Satellite Teleport|Jalan Teknokrat 1/2, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia|CYBERJAYA|MALAYSIA|Asia, Australia|2.93708|101.65757|||Off-Net||||||FALSE|No|Satellite|Cyberjaya Teleport (LVSAT)|Resell|LVSAT||||||||||||||||||||||||||||||||||||||SATUPL||||||||||||||||||||
MJMA|MJMA|MJMA|Live - cease sale|Telstra International|Point of Presence|||65 Jalan Trus Bandar Johor Bahru MALAYSIA JOHOR BAHRU 80000|JOHORE BAHARU|MALAYSIA|Asia, Australia|1.460058|103.762485|TM,TIME,Maxis,Fibrecomm & Fiberail|FS Malaysia|On-Net||||||TRUE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MKLC|MKLC|MKLC|Live - as designed|Telstra International|Point of Presence|GID;IPT;IPVPN;VPLS;EVPL;|PoP|CSF Computer Exchange 3552, Jalan Teknokrat 6, 63000 Cyberjaya, Selangor Malaysia|KUALA LUMPUR|MALAYSIA|Asia, Australia|4.21048|101.97577|TM,TIME,Maxis,Fibrecomm & Fiberail|FS Malaysia|On-Net|Secondary|AS4637|100M|100M||TRUE|No|FS||||||||||||||||||||||GID|IPT||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Supported||
MKLA|MKLA|MKLA|Live - as designed|Telstra International|Point of Presence;Infrastructure|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;COLO;|PoP;Data Centre|AIMS Data Centre 2 1/F Menara Aik Hua Cangkat Raja Chulan MALAYSIA KUALA LUMPUR|KUALA LUMPUR|MALAYSIA|Asia, Australia|3.14969|101.70634|TM,TIME,Maxis,Fibrecomm & Fiberail|FS Malaysia|On-Net|Primary|AS4637|100M|100M|No|TRUE|No|FS|KLDS2, Malaysia|Resell|AIMS||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;||||ISO27001||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL|COLO|||||||||||||||||||||||||||Supported||
KTN&|KTN&|KTN&|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|Kuantan Cable Landing Station (APCN2) Kuantan MALAYSIA KUANTAN|KUANTAN|MALAYSIA|Asia, Australia|3.816667|103.333333|||On-Net|Cable Landing Station|||||FALSE|No||||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
MECS|MECS|MECS|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|Mersing Cable Landing Station (APCN SMW3 AAG)|MERSING|MALAYSIA|Asia, Australia|2.430961|103.8332999|||On-Net||||||FALSE|No||||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
MERS|MERS|MERS|Live - as designed|Telstra International|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|Mersing Cable Landing Station (APCN SMW3 AAG) Mersing MALAYSIA MERSING|MERSING|MALAYSIA|Asia, Australia|2.430917|103.836115|||On-Net|Cable Landing Station|||||FALSE|No||||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
ZZZZ_MALDIVES|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MALDIVES|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MALTA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MALTA|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MARIANA ISLANDS|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MARIANA ISLANDS|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MARSHALL ISLANDS|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MARSHALL ISLANDS|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MAURITANIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|MAURITANIA|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_MAURITIUS|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|MAURITIUS|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks,Internet Solutions||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_MEXICO|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|MEXICO|South & Central America|||||Off-Net|||||||No|||||||||||||||AT&T,Inteliglobe Communications,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_MICRONESIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MICRONESIA|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MOLDOVA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MOLDOVA|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MONACO|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MONACO|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MONGOLIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MONGOLIA|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MONTENEGRO|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MONTENEGRO|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_MOROCCO|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|MOROCCO|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_MOZAMBIQUE|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|MOZAMBIQUE|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_MYANMAR|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|MYANMAR|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_NAMIBIA|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|NAMIBIA|Middle East / Africa|||||Off-Net|||||||No|||||||||||||||CMC Networks,Internet Solutions||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_NAURU|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|NAURU|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_NEPAL|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|NEPAL|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
NAM1|NAM1|NAM1|Live - as designed|Equinix|Infrastructure|METAL;|Data Centre|AM1, Luttenbergweg 4, Amsterdam, NL, 1101 EC|AMSTERDAM|NETHERLANDS|Europe|52.29993|4.94312|||Off-Net|||||Yes||||Equinix AM1, Amsterdam|Resell|Equinix||||||||||||||||||||||||||||||||||||||||||||||||METAL||||||||||
NAE3|NAE3|NAE3|Live - as designed|Equinix|Point of Presence|COLO;|Data Centre|Room 0.0A02.0, G/F, Equinix AM3, Science Park 610, Amsterdam, Netherlands|AMSTERDAM|NETHERLANDS|Europe|52.35472|4.96131|||Off-Net|||||Yes||||Equinix AM3, Amsterdam|Resell|Equinix||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||AM1,AM2,AM5,AM7,AM8|AM4|||||||||||||||||||COLO|||||||||||||||||||||||||||||
NAM6|NAM6|NAM6|Live - as designed|Equinix|Infrastructure|METAL;|Data Centre|AM6, Duivendrechtsekade 80A, Amsterdam, NL, 1096 AH|AMSTERDAM|NETHERLANDS|Europe|52.33717|4.93307|||Off-Net|||||Yes||||Equinix AM6, Amsterdam|Resell|Equinix||||||||||||||||||||||||||||||||||||||||||||||||METAL||||||||||
KU13|KU13|KU13|Live - as designed|Telstra International|Point of Presence|GMN;|PoP|Equinix AM7 Data Centre Kuiperbergweg 13 1101AE NETHERLANDS AMSTERDAM|AMSTERDAM|NETHERLANDS|Europe|52.30182|4.938782|Telia,GTT|FS EMEA|On-Net|||||Yes|TRUE|No|FS|Equinix AM7, Amsterdam|Leased|Equinix|||||||||AM3,AM4,AM8,EN1,ZW1|AM1,AM2,AM5,AM11|||||||||||||||||||||GMN|||||||||||||||||||||||Media Node||||
NAM7|NAM7|NAM7|Live - as designed|Digital Realty|Point of Presence|IPVPN;VPLS;EVPL;GMN;IPX;|PoP|InterXion AMS7 Cessnalaan 50, Schiphol-Rijk 1119 NL,The Netherlands|AMSTERDAM|NETHERLANDS|Europe|52.281061|4.754398|Colt,GTT|FS EMEA|On-Net|Secondary|AS4637|100M|||TRUE|No|FS|AMS7, Amsterdam|Leased|Digital Realty||||||||||||||||||||||||IPVPN|||VPLS|EVPL|||GMN|||||||||||||||IPX||||||||Media Node||Not Supported||
ZZZZ_NETHERLANDS|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;|||ANY|NETHERLANDS|Europe|||||Off-Net|||||||No|||||||||||||||BT Wholesale,Colt Technology Service,Lumen||||||||||||GIE|IPVPN||||||||||||||||||||||||||||||||||
ZZZZ_NETHERLANDS ANTILLES|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|NETHERLANDS ANTILLES|Europe|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_NEW CALEDONIA|ZZZZ|ZZZZ|Live - as designed|||GIE;|||ANY|NEW CALEDONIA|Asia, Australia|||||Off-Net|||||||No|||||||||||||||||||||||||||GIE|||||||||||||||||||||||||||||||||||
ZZZZ_NEW ZEALAND|ZZZZ|ZZZZ|Live - as designed|||GIE;IPVPN;VPLS;EVPL;|||ANY|NEW ZEALAND|Asia, Australia|||||Off-Net|||||||No|||||||||||||||Spark New Zealand Trading, One NZ|Spark New Zealand Trading, One NZ|||||||||||GIE|IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||||
NAWP|NAWP|NAWP|Live - as designed|Telstra International|Point of Presence;Infrastructure|COLO;|Data Centre|3a William Pickering Drive, No|AUCKLAND|NEW ZEALAND|Asia, Australia|-36.751957|174.705353|||Off-Net|||||No|TRUE|No||Albany, New Zealand|Resell|Vodafone New Zealand||No|3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||Media Node||||
AUMD|AUMD|AUMD|Live - as designed|TCNZ|Point of Presence||PoP|TCNZ 31 Airedale Street Auckland|AUCKLAND|NEW ZEALAND|Asia, Australia|-36.8511594|174.7621934|||Off-Net|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NAMD|NAMD|NAMD|Decommissioned|Telstra International|Point of Presence|||Level 4, Mayoral Drive Exchange, 31 Airedale Street, Auckland|AUCKLAND|NEW ZEALAND|Asia, Australia|#N/A|#N/A|||On-Net||||||FALSE|No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Media Node||||
TSPN|TSPN|TSPN|Live - cease sale|Telstra International|Point of Presence|||852 Great South Road, Penrose, Auckland|AUCKLAND|NEW ZEALAND|Asia, Australia|-36.91454|174.82115||FS Australia/New Zealand|On-Net||||||FALSE|No|FS|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
HPTW|HPTW|HPTW|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;GMN;IPX;|PoP|L/2, HP Tower, 49 Symmonds Street, Auckland|AUCKLAND|NEW ZEALAND|Asia, Australia|-36.84846|174.763332|One NZ|GAD-NZ|On-Net|Primary|AS4637|500M|500M||FALSE|No|FS|HPTW|Leased|Telstra International||||||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL|||GMN|||||||||||||||IPX||||||||||Supported||
NAST|NAST|NAST|Live - cease sale|Telstra International|Point of Presence|GID;IPT;IPVPN;VPLS;EVPL;|PoP|"Auckland (PACNET FULLY INTEGRATED | CEASE NEW SALE)"|AUCKLAND|NEW ZEALAND|Asia, Australia|-36.848124|174.762664|Vodafone NZ|FS Australia/New Zealand|On-Net||||||FALSE|No|FS||||||||||||||||||||||GID|IPT||||IPVPN|||VPLS|EVPL||||||||||||||||||||||||||||Not Supported||
TAUC|TAUC|TAUC|Live - as designed|Telstra International|Point of Presence|EPL;IPL;ICBS;GID;IPT;IPVPN;VPLS;EVPL;GMN;IPX;|PoP|5 Brookfields House 19 Victoria St W NEW ZEALAND AUCKLAND 1010|AUCKLAND|NEW ZEALAND|Asia, Australia|-36.8485769|174.7646859|One NZ|GAD-NZ|On-Net|Primary|AS4637|500M|500M||FALSE|No|FS|TAUC|Leased|Telstra International||||||||||||||EPL||IPL|ICBS||GID|IPT||||IPVPN|||VPLS|EVPL|||GMN|||||||||||||||IPX||||||||||Supported||VPG
NHTB|NHTB|NHTB|Live - as designed|Unknown|Point of Presence|COLO;|PoP;Data Centre|Level B1, Hamilton Tower Build|HAMILTON|NEW ZEALAND|Asia, Australia|-37.78721|175.279426||FS Australia/New Zealand|On-Net|||||No||No|FS|Hamilton, New Zealand|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
NLHA|NLHA|NLHA|Live - as designed|Unknown|Point of Presence|COLO;|PoP;Data Centre|Level Two, TVNZ Avalon Studios|LOWER HUTT|NEW ZEALAND|Asia, Australia|-41.186752|174.946429||FS Australia/New Zealand|On-Net|||||No||No|FS|Avalon, New Zealand|Owned|Telstra International|||3|COLO-RACK;COLO-CAGE;COLO-CAGE-RACK;COLO-CAGE-PWR;|||||||||||||||||||||||||COLO|||||||||||||||||||||||||||||
TACL|TACL|TACL|Live - cease sale|Telstra International|Infrastructure|EPL;IPL;ICBS;|Cable Landing Station|Takapuna SX cable landing 1 Akoranga Drive Northcote|TAKAPUNA|NEW ZEALAND|Asia, Australia|-36.787923|174.768821|||On-Net||||||FALSE|No|NP|||||||||||||||||EPL||IPL|ICBS|||||||||||||||||||||||||||||||||||||||||
NWFS|NWFS|NWFS|Decommissioned|Telstra International|Point of Presence|||Level 6 Central Exchange, 70 Featherstone Street, Wellington|WELLINGTON|NEW ZEALAND|Asia, Australia|#N/A|#N/A|||On-Net||||||FALSE|No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
